Id,Profile Name,Number of deaths,Number of infected,Number of healed,Comment,Like,Comment timestamp,Post timestamp,URL,Annotator1,Annotator2,Annotator3,Final annotation
88,Ismajl Veliu,1,24,14,Pushteti deshiron me karantine te na gjunjezoje. Ekonomia per toke e populli bashke me te. Heret a vone kane me kuptu populli dredhine qe po na bejne.,1,"Tuesday, May 12, 2020 9:03pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,1,0,0
89,Kened Kristina,1,24,14,B. hiq spo ju besoj mo ,1,"Tuesday, May 12, 2020 8:43pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,1,0,0
90,Sherif Sejdiu,1,24,14,A. a ke porosit maska ,1,"Tuesday, May 12, 2020 8:42pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
91,Muhamed Berisha,1,24,14,Pandemija globale po sherohet vet qudi e madhe ,0,"Tuesday, May 12, 2020 8:37pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,0,1,1
92,Jup Bytyqi,1,24,14,Hajde ne drenic se as ni rast nuk asht,0,"Tuesday, May 12, 2020 8:34pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,0,0,0
93,Roland Shehu,1,24,14,Me sonte e murrum vesh qe skan mu qel dej me 18 qershor,1,"Tuesday, May 12, 2020 8:30pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
94,Koka Osman,1,24,14,200 teste be dit normal qe ka me shkue   edhe  1 muj   deri ne perfundim  pak teste  jan,0,"Tuesday, May 12, 2020 8:29pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
95,Ariana J. Bytyçi,1,24,14,"Sa ken masat e rreptaa me orar me dal zbriti numri ne 1, kqyre tashSki qka sheh ne qytet, pa dorza, pa maska, neper iftare musafir T. B.",3,"Tuesday, May 12, 2020 8:22pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
96,Mendim Avdimetaj,1,24,14,"Mir osht mos me bo testime hiq mo ashtu kshtu rregllat sjon rrespektu kurr as nuk kan mu rrespektu edhe ashtu ska paraqit rrezik diqka ky virus veq osht bo si antarsim en parti politike “e ki se ki,, ",0,"Tuesday, May 12, 2020 8:12pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,1,0
97,Mirsad Bajra,1,24,14,"14 raste kurgjo sjan per marakli, edhe dy dit te zhgjatke ne gjilan ken tu ja nis dasmat",0,"Tuesday, May 12, 2020 8:03pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,1,1,1
98,Ednor Emra,1,24,14,Kto rastet e fundit per mendimin tim jane si rezultat I leshimit te shpejte per levizjen e lire.Eshte dashur te vazhdoj ashtu siq ka qene vetem 1 ore e gjysme sepse qytetaret jane liruar shume diteve te fundit ku edhe rastet perseri kane filluar te shfaqen.Kujdes ju lutem popull sepse mund te perjetojme nje katastrof te vertet.,3,"Tuesday, May 12, 2020 8:01pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
99,Linda Elinda,1,24,14,Shum keq ,0,"Tuesday, May 12, 2020 7:58pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
100,Blerim Uruqi,1,24,14,U afru i 18 ti tashi dut me rrit numrin per.me.shti në karantin kosovën edhe ashtu jemi në karantin na prej kur jemi kon në Djepë tani vala e dyte  pastaj e 3 ta  tani fillojn gripet sezonale të Dimrit shka me.Hongër populli veq karantin a deri.kur keshtu ?,9,"Tuesday, May 12, 2020 7:58pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,1,0
101,Malsor A. Syla,1,24,14,A. H. qa o kah ndodh more ,0,"Tuesday, May 12, 2020 7:51pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
102,Edi Xhovani,1,24,14,Gjilan Fillun 2 Javt Vendimtare  Per Kreun e Tabeles,0,"Tuesday, May 12, 2020 7:50pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,0,1,1
103,Fehmi Jashari,1,24,14,"Mani distanc ,mos folni dor per dore ,pastroni duart,a shume zor po ju vjen qito tri sene me i ba a.Une nuk po kuptoj.",1,"Tuesday, May 12, 2020 7:42pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
104,Peja Bigg Bike,1,24,14,"Këto jon raste vetem propagand qe Kosoven ta shkatrojn Ekonomiksht,kufizimet qe Jan premtu mi arsytu për mos realizimin e Tyre.",1,"Tuesday, May 12, 2020 7:42pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
105,Bujar U Shaqiri,1,24,14,Spe Mbajn mbrojtjen hiq jon ban Si Lojet e Hollandes  RKC Wajlwik  3-5 NAA Breda⚽️⚽️⚽️,0,"Tuesday, May 12, 2020 7:42pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,0,0,0
106,Lulzim Mustafa,1,24,14,"Leni leni pleqt ne dalin a pe sheh cfar Po ndoll, nese rinia e ka patjeter me dal o me shku npun o me furnizu  qa lypin pleqt mbi 60 vjeq me dal kot Se moti un besoj se te gjith te infektiuarit jan mbi 60 vjeq",0,"Tuesday, May 12, 2020 7:38pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
107,Leonard Sinani,1,24,14,"Hiq mos bani lutje ma, jeni lodhë nga 3 herë ditë duke na lutë, edhe prap nuk po i respektojm rekomandimet tona!",0,"Tuesday, May 12, 2020 7:37pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
109,Hetem Gerxhaliu,1,24,14,ALLAHU i Ndihmoft e i sheroft me Fuqin e tij Absulute nga ky virus i pa dukshem dhe shpresoj me Emer te ZOTIT të mos kemi më Raste te reja.E nje Respekt te veqant per të xhith stafin shendetsor te Kosoves.,2,"Tuesday, May 12, 2020 7:31pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
110,Robi King,1,24,14,skapas asnja ti infektun na duhet mu Vidisu si popull me pas kujdes me rujt Familjen edhe shoqerijen   kurr ky virus skumu nal  qyteti plot Qytetar edhe 99% Kush nuk vnon as maska   As naper Furra as naper marketa,0,"Tuesday, May 12, 2020 7:30pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
112,Suzana Suzana,1,24,14,"Kjo eshte merite e mantilbardheve , sikurse ne hemodialize qe i’u kushtoime jete !!! ",0,"Tuesday, May 12, 2020 7:25pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
113,Barut Baruti,1,24,14,Opa luja bac luja nisi vala e dyt,0,"Tuesday, May 12, 2020 7:21pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,0,1,1
114,Korab A Hoxha,1,24,14,E tash lulëzon biznesi në Kosovë me temel. ,0,"Tuesday, May 12, 2020 7:21pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,1,1,1
115,Xhevrie Demolli,1,24,14,O Allah kur museum mend kta njerz mos mePas urrjetje kaq shum sa mu bo sebep me ja ngjit dikujt ket smundje duke e dit se eshte e rond subhanAllah njerz t pa mend ,1,"Tuesday, May 12, 2020 7:20pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,1,0,0
116,Şefki Safçi,1,24,14, u myta tu lyp ate gjalin e gjilanit qe hane buk me gjem e gjathe.... po hala se gjeta.,0,"Tuesday, May 12, 2020 7:19pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,0,0,0
118,Adhurim Basha,1,24,14,"Rendi Policor kto 10 dit e fundit pa kurrfar reagimi, plot foto e video ka pas ku njerzit dilshin pa pik kontrolle (korz e kan bo) edhe veq i kshyrshin!",1,"Tuesday, May 12, 2020 7:19pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
119,Shyhrete F. Zhitia,1,24,14,"Keto raste jan raste kontakti para 2 jave,dmth nuk jan te infektuar qe nga lirimi i masave,shpresoj te jen te fundit ",1,"Tuesday, May 12, 2020 7:18pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
120,Ruzhdi Mirena,1,24,14,Dilni dilni protesta,1,"Tuesday, May 12, 2020 7:17pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,1,1,1
122,Orhan Qafleshii,1,24,14,Hec more ktheni masat se kerka sjeni llom me shendetsi me kejt,0,"Tuesday, May 12, 2020 7:16pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,1,0,0
123,Drin Kajtazi,1,24,14,DOJSHIN MJA NISE LIGES ME STADIUME ME U BA GERRDI KTU FUTBOLL SE PAKE PO NA BA CORONA E POLITIKA VEQ EDHE TOPI ME NA QITE FARE KREJT ME NA U BA SARSCOVID-38,0,"Tuesday, May 12, 2020 7:16pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,1,0,0
124,Fatlir Sylejmani,1,24,14,Do.mja barazu gilani ferizajit dy net 3+po del.,1,"Tuesday, May 12, 2020 7:16pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,1,1,1
125,Bim Hajdinaj,1,24,14,Te pafte jeni spo din me menagju situaten  ,0,"Tuesday, May 12, 2020 7:16pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,1,0,0
126,Astrit Tafilaj,1,24,14,Kjo mundet vetum nje genjeshter me cen azgje tjeter,0,"Tuesday, May 12, 2020 7:16pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,1,0,0
127,Kosdata,1,24,14,"Statistikat e #covid19 ne Kosove(12.05.2020):Raste Infektimi: 919 (+24) 14-Gjilan, 4-Prishtine⚰Raste vdekje: 29 ( +1 )Te Sheruar: 671 (+14)Raste Aktive: 219 (+9)Testime: 10,387(+257) sot vetem 9.3% e testeve kan rezultuar pozitiv.⚕️73% e rasteve te infektuar jan sherurar.⚰ 3.1% vdekshmeria nga koronavirusStatistikat te paraqitura ne dashboard interaktiv:-> https://tabsoft.co/3e6ePfM-> https://tabsoft.co/2UeJiyTFollow Instagram https://www.instagram.com/kos.data/",0,"Tuesday, May 12, 2020 7:15pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
128,Jetlum Meqa,1,24,14,vyn edhe niher me na mshel se na smarrim vesh trrishim edhe 2 jav mshel ish kry kjo pun po do me.na zgat edhe ja 2 muj mazamakeq per ne,1,"Tuesday, May 12, 2020 7:13pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
130,Bledon Gashi,1,24,14,Ku jeni trimat e kombit pa maska  pa dorza pa mbajtje te distances se na jem trima ncncncn ,0,"Tuesday, May 12, 2020 7:12pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,1,0
131,Rasim Dullovi,1,24,14,"Mos boni publike kurgjo se s’po na vjen intéresant, i ka dal boja ktij muhabeti. ",5,"Tuesday, May 12, 2020 7:11pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
133,Mensur Humolli,1,24,14,"Pse gjithe kjo panike, nuk po e kuptoj, gjendja eshte nen kontrolle, per fat te mire shumica e te infektuarve jane mire dhe po e kalojne ne shtepi pa pasur nevoje per klinike. Do ia dalim kismet, durim edhe kujdes!",55,"Tuesday, May 12, 2020 7:11pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
134,Arbnesha Mushkolaj,1,24,14,Mozomakeq per popullin e pa marrun vesh ...,1,"Tuesday, May 12, 2020 7:10pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
135,Jetmir Hoxhaa,1,24,14,Rritet Numri me Coronavirus Vetevendosja Menon me ba protestaa .. mu infektuu populli menagjim perfectt prej Vitis mjekrren sii Cap ,0,"Tuesday, May 12, 2020 7:10pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,1,0
136,Mefail Sylejmani,1,24,14,gjilani gjeth e mbledh mazen i mrami,5,"Tuesday, May 12, 2020 7:09pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,1,1,1
137,Adrian Rashiti,1,24,14,"Po ka qenë e ditur pasi që ato tri dite që kishte rënje  jan kryer teste vetem te ato raste ku ka qen e kaluar periudha 14 ditore me virusin  , nuk ka pas raste te reja te cilat jan testu.",1,"Tuesday, May 12, 2020 7:09pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
138,Meriton Kurshumlia,1,24,14,"IKSHP jane per cdo lavdate, ne si popull me e pakta qe duhet te bejme jane maskat, dorezat, distanca dhe daljet sa me te pakta, duhet t'i behemi aleat IKSHP per ta tejkaluar kete pandemi, ditet e mira vijne me shpejt nese ne ju ndihmojme.#RriNShpi",23,"Tuesday, May 12, 2020 7:09pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
139,Ardian Bojaj,1,24,14,Minutat e fundit jan tran per ne si zakonisht ,0,"Tuesday, May 12, 2020 7:08pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,0,1,1
140,Musli Mitro,1,24,14,Hahaha hajde ren hajde,1,"Tuesday, May 12, 2020 7:07pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,1,0,0
141,Ermal Shala,1,24,14,F.  gerrdi arbeni e lshoj doren apet,0,"Tuesday, May 12, 2020 7:07pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,1,1,1
142,Festim M. Sadiku,1,24,14,Hajde more Urimee e mett mir inshallah,0,"Tuesday, May 12, 2020 7:06pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,1,1,1
143,Ekrem Curri,1,24,14,A po dalum ne protesta a jo pyy... !,0,"Tuesday, May 12, 2020 7:06pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,0,1,1
144,Valon Dreshaj,1,24,14,deri kur vlla me kto masa qka e bani te madhe kur ky virus qe pe quni kurgje ma shum sesa nje grip sezonal nuk eshte edhe nuk e besoj hiq qe eshte pandemi a mendoni per popull si jan lodh pa pune pa shum sene apo veq kqyrni me qit kushte mat rana e mat rana,4,"Tuesday, May 12, 2020 7:06pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
145,Enis Qorri,1,24,14,Se di pse po lajmroni mani per vete kto statistika boll ke mo ,1,"Tuesday, May 12, 2020 7:06pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,1,0,0
146,Egzon Hoxha,1,24,14,Me nje fjal sipas vendbanimeve të reja kem shpërthime epidemike ‍♂️ vatra të reja infeksioni !!,1,"Tuesday, May 12, 2020 7:05pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
147,Fadil Syla,1,24,14,Qata 14 te sherum jan sheruar vet ne shtepi me Paracetamoll.Dikush po rren,5,"Tuesday, May 12, 2020 7:05pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,0,0,0
148,Veton Hoti,1,24,14,E paska kap ni Tender  te madh sod ne Gjilan ,1,"Tuesday, May 12, 2020 7:05pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,1,1,1
149,Fitim Rama,1,24,14,"No comment!Gjithmone ne fund ne si popull e prishim qdo gje edhe ne kete rast e njejta gje,ne sa ishim ne gjendje optimiste tash kemi bere hap mbrapa,per fat te keq te mentalitetit tone qdo i dyti person me ka thene hajt more se rren eshte kjo ska kurgja, mjer per mentalitetin tone.IKSHP juve ju uroj shendet e pune te palodhshme e qofshi te bekuar e popullit tone vetedijesim ma shume!",43,"Tuesday, May 12, 2020 7:05pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,1,0,0
150,Tina Hajzeri,1,24,14,Ne serialin Kafenea Jone. Tullumi Shaci e Koka thojshin- kaaaah po dilni breeeee..... edhe njerezit po dalin e numri po rritet. ,1,"Tuesday, May 12, 2020 7:05pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,1,0,1
151,Shkodran Arbnora Hajdari,1,24,14,Nuk ditet me menagju situaten tash ju ka dal situata jasht kontrollit,0,"Tuesday, May 12, 2020 7:05pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
152,Lorik Arben Hamzaj,1,24,14,"Gripi nuk nalet ,jeton me njerz edhe ka jetu gjith !",1,"Tuesday, May 12, 2020 7:05pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
153,Andrit B. Bardhi,1,24,14,Virus i rrezikshem me 30 cent paracetamolla e kryn ,4,"Tuesday, May 12, 2020 7:04pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,1,1,1
154,Besart Ibishi,1,24,14,Shum bre po rreni apapapa,0,"Tuesday, May 12, 2020 7:03pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
155,Kastriot Brahimi,1,24,14,Dilni dilniiiiiii ,0,"Tuesday, May 12, 2020 7:03pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,1,1,1
157,Ilir Desku,1,24,14,"Ani de so çudi se i dhanë zor jo jemi lodhë, jo karantina, tash e bajshin me shnet, me kanë sikur kta të Institutit se kisha pranu asnja ma në klinikë...",2,"Tuesday, May 12, 2020 7:03pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
158,Gzim Islami,1,24,14,e hupum lojen 5 minutat e fundit pom doket ,8,"Tuesday, May 12, 2020 7:02pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,0,1,1
159,Bardhyl Behare Haxhiu,1,24,14,Mule Bin ban najsen se shkum posht,0,"Tuesday, May 12, 2020 7:02pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,0,0,0
160,Ilaz Bekteshi,1,24,14,Corona is back,1,"Tuesday, May 12, 2020 7:01pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,0,0,0
161,Diellëza Rashiti Sojeva,1,24,14,Do dita ka 60 u sherojshin n dit e ka 2-3 raste me covid .. e tash ka 30 40 raste me covid e ka 2 po sherohen.. a esht kjo pun per me dyshu ? !!! ‍♀️,9,"Tuesday, May 12, 2020 7:01pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,1,0,0
162,Liridon Lushtaku,1,24,14,Sh. keni hin gare per Evropa lig ,0,"Tuesday, May 12, 2020 7:01pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,1,0
163,Blerim Llunji,1,24,14,Keq puna po get!,0,"Tuesday, May 12, 2020 7:00pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
164,Bashkim Hoxhaj,1,24,14,Po sot n'shesh???!...trishtimë!!?,1,"Tuesday, May 12, 2020 7:00pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
165,Ernesa Spahijaj Krasniqi,1,24,14,L. sot ,0,"Tuesday, May 12, 2020 7:00pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
166,Leutrim Uka,1,24,14,Veq LIVERPOOL din me kthy rezultatin qishtu!,2,"Tuesday, May 12, 2020 7:00pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,1,1,1
168,Mefail Sylejmani,1,24,14,V. Z. karantin he loqkk,1,"Tuesday, May 12, 2020 7:00pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,1,0
169,Naser Beg Smajli,1,24,14,Krytari i Ferizajt edhe aj i Gjilanit urgjent me jap dorheqje ! ,11,"Tuesday, May 12, 2020 7:00pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
170,Muhammed Dragobuzhda,1,24,14,"Valla hiq spo besoj,  po megjithate duhet te pranohen.",1,"Tuesday, May 12, 2020 7:00pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
171,Egzon Berisha,1,24,14,Spo ju konvenon tash me dal minus e keni kthy plus tash ,4,"Tuesday, May 12, 2020 6:59pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
172,Nazmi Shala,1,24,14,"Hajde ma gjalle ma gjalle, delni delni",1,"Tuesday, May 12, 2020 6:59pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,1,1,1
173,Patriot Gashi,1,24,14,akuzone veten ambullantat private dializat... e jo popullin ,0,"Tuesday, May 12, 2020 6:58pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,0,0,0,0
174,Egzon A. Zuka,1,24,14,J. Z. o kush po kcen napolonin hahahabab ,1,"Tuesday, May 12, 2020 6:58pm GMT","Tuesday, May 12, 2020 6:54pm GMT",https://www.facebook.com/IKSHPK/posts/2733754103419243,1,0,1,1
